"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"group_411","","hypothetical protein","2","2","1","193","21","193","21","","140","701","420","","FAM1450_1K_01141","","FAM22076_1K_01565","",""
"group_419","","hypothetical protein","2","2","1","190","15","190","6","","317","1328","822","","FAM1450_1K_01801","","FAM22076_1K_00701","",""
"group_446","","hypothetical protein","2","2","1","117","1","99","1","Investigate","311","1196","753","","FAM1450_1K_01436","","FAM22076_1K_01856","",""
"group_491","","hypothetical protein","2","2","1","110","1","102","1","Investigate","413","863","638","","FAM1450_1K_02209","","FAM22076_1K_01869","",""
"bmr3_2","","hypothetical protein","2","2","1","","","","","","230","1466","848","FAM1213_1K_01328","","","FAM22076_1K_01997","",""
"group_518","","hypothetical protein","2","2","1","192","6","191","7","","311","716","513","FAM1213_1K_01618","","","FAM22076_1K_00955","",""
"group_547","","hypothetical protein","2","2","1","151","3","152","1","","890","1166","1028","FAM1213_1K_01955","FAM1450_1K_02170","","","",""
"group_551","","hypothetical protein","2","2","1","180","3","179","8","","224","629","426","FAM1213_1K_02048","","","FAM22076_1K_01295","",""
"group_560","","hypothetical protein","2","2","1","200","121","200","125","","185","185","185","","FAM1450_1K_00090","","FAM22076_1K_01220","",""
"group_561","","hypothetical protein","2","2","1","200","120","200","126","","299","299","299","","FAM1450_1K_00091","","FAM22076_1K_01219","",""
"group_570","","hypothetical protein","2","2","1","198","25","198","6","","371","593","482","","FAM1450_1K_01330","","FAM22076_1K_01064","",""
"iscS_2","","hypothetical protein","2","2","1","","","","","","218","1160","689","","FAM1450_1K_01610","","FAM22076_1K_00404","",""
"group_665","","hypothetical protein","2","2","1","198","45","198","26","","581","1301","941","","FAM1450_1K_02066","","FAM22076_1K_00765","",""
"group_701","","hypothetical protein","2","2","1","155","4","157","2","","554","929","741","FAM1213_1K_01248","","","FAM22076_1K_01664","",""
"group_76","","hypothetical protein","2","2","1","197","6","197","28","","533","1073","803","","FAM1450_1K_01620","","FAM22076_1K_01264","",""
"group_795","","hypothetical protein","2","2","1","200","122","200","124","","209","209","209","","FAM1450_1K_00088","","FAM22076_1K_01222","",""
"group_80","","hypothetical protein","2","2","1","145","1","145","3","","359","1394","876","","FAM1450_1K_00724","","FAM22076_1K_00975","",""
"group_816","","hypothetical protein","2","2","1","200","93","200","2","","323","323","323","","FAM1450_1K_00978","","FAM22076_1K_00384","",""
"pncB2_2","","hypothetical protein","2","2","1","","","","","","623","1439","1031","","FAM1450_1K_01925","","FAM22076_1K_01681","",""
"bglC","","Aryl-phospho-beta-D-glucosidase BglC","2","2","1","","","","","","428","1376","902","","FAM1450_1K_01907","","FAM22076_1K_01626","",""
"group_87","","hypothetical protein","2","2","1","197","19","197","18","","155","1055","605","FAM1213_1K_01547","FAM1450_1K_01635","","","",""
"group_88","","hypothetical protein","2","2","1","199","37","199","13","","161","161","161","","FAM1450_1K_00905","","FAM22076_1K_01907","",""
"group_91","","hypothetical protein","2","2","1","96","1","113","1","Investigate","422","482","452","","FAM1450_1K_02082","","FAM22076_1K_01969","",""
"group_948","","hypothetical protein","2","2","1","185","8","186","17","","497","878","687","FAM1213_1K_00546","","","FAM22076_1K_00400","",""
"group_977","","hypothetical protein","2","2","1","187","2","187","7","","302","338","320","FAM1213_1K_00648","","","FAM22076_1K_01695","",""
"group_980","","hypothetical protein","2","2","1","195","30","194","22","","173","314","243","FAM1213_1K_00655","","","FAM22076_1K_01613","",""
"group_981","","hypothetical protein","2","2","1","195","17","194","26","","407","1028","717","FAM1213_1K_00659","","","FAM22076_1K_01991","",""
"group_982","","hypothetical protein","2","2","1","195","16","194","27","","122","299","210","FAM1213_1K_00660","","","FAM22076_1K_01989","",""
"group_996","","Lhv_0190 N-acetylmuramidase","2","2","1","164","1","164","2","","1223","1223","1223","FAM1213_1K_00701","FAM1450_1K_00304","","","",""
"ltrA","","Group II intron-encoded protein LtrA","2","2","1","178","8","177","7","","845","845","845","","FAM1450_1K_01797","","FAM22076_1K_01670","",""
"malG","","Maltose transport system permease protein MalG","2","2","1","196","16","196","12","","857","857","857","FAM1213_1K_01272","FAM1450_1K_01223","","","",""
"malL","","Oligo-1,6-glucosidase","2","2","1","196","2","196","4","","1661","1661","1661","FAM1213_1K_01265","FAM1450_1K_01216","","","",""
"malP_2","","Maltose phosphorylase","2","2","1","196","21","196","6","","2264","2264","2264","FAM1213_1K_01267","FAM1450_1K_01218","","","",""
"nagZ","","Beta-hexosaminidase","2","2","1","199","19","199","21","","1634","1637","1635","","FAM1450_1K_00971","","FAM22076_1K_01573","",""
"natA_2","","ABC transporter ATP-binding protein NatA","2","2","1","190","6","190","4","","875","983","929","FAM1213_1K_02018","FAM1450_1K_01053","","","",""
"oppB","","Oligopeptide transport system permease protein OppB","2","2","1","186","9","184","5","","722","929","825","","FAM1450_1K_01514","","FAM22076_1K_00660","",""
"oppC","","Oligopeptide transport system permease protein OppC","2","2","1","186","10","184","6","","1031","1031","1031","","FAM1450_1K_01513","","FAM22076_1K_00659","",""
"oppD_2","","Oligopeptide transport ATP-binding protein OppD","2","2","1","186","11","184","7","","1019","1058","1038","","FAM1450_1K_01512","","FAM22076_1K_00658","",""
"oppF_2","","Oligopeptide transport ATP-binding protein OppF","2","2","1","186","4","184","8","","944","944","944","","FAM1450_1K_01511","","FAM22076_1K_00657","",""
"pgtP","","Phosphoglycerate transporter protein","2","2","1","101","3","106","2","","1298","1298","1298","","FAM1450_1K_00951","","FAM22076_1K_00798","",""
"prsA_1","","Foldase protein PrsA","2","2","1","200","32","200","111","","905","905","905","FAM1213_1K_01602","FAM1450_1K_00100","","","",""
"prtP_1","","PIII-type proteinase","2","2","1","199","18","199","20","","4976","4976","4976","","FAM1450_1K_00972","","FAM22076_1K_01574","",""
"sugC_2","","Trehalose import ATP-binding protein SugC","2","2","1","196","19","196","8","","1106","1106","1106","FAM1213_1K_01269","FAM1450_1K_01220","","","",""
"tetO","","Tetracycline resistance protein TetO","2","2","1","198","28","198","9","","449","1190","819","","FAM1450_1K_01333","","FAM22076_1K_01067","",""
"ybiT_2","","hypothetical protein","2","2","1","109","1","116","1","Investigate","1427","1505","1466","","FAM1450_1K_02136","","FAM22076_1K_01879","",""
"yheI","","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI","2","2","1","122","2","121","2","","1013","1757","1385","FAM1213_1K_00480","","","FAM22076_1K_00519","",""
"yoaB_1","","Calcium-transporting ATPase 1","2","2","1","192","8","191","6","","659","659","659","","FAM1450_1K_00351","","FAM22076_1K_00950","",""
"yvdM","","Beta-phosphoglucomutase","2","2","1","196","20","196","7","","671","677","674","FAM1213_1K_01268","FAM1450_1K_01219","","","",""
"ackA_6","","Acetate kinase","1","1","1","161","3","162","3","","659","659","659","FAM1213_1K_01743","","","","",""
"amyX","","Pullulanase","1","1","1","159","7","161","4","","4406","4406","4406","FAM1213_1K_01644","","","","",""
"arcA_1","","Arginine deiminase","1","1","1","176","10","176","12","","392","392","392","","","","FAM22076_1K_01453","",""
"arcA_2","","Arginine deiminase","1","1","1","176","3","176","3","","410","410","410","","FAM1450_1K_01771","","","",""
"bglA_4","","6-phospho-beta-glucosidase BglA","1","1","1","191","8","192","12","","1427","1427","1427","FAM1213_1K_01901","","","","",""
"cadA","","Cadmium-transporting ATPase","1","1","1","197","11","197","10","","1901","1901","1901","","FAM1450_1K_01643","","","",""
"cfiB","","2-oxoglutarate carboxylase small subunit","1","1","1","194","9","195","9","","1385","1385","1385","FAM1213_1K_00182","","","","",""
"clcA_1","","H(+)/Cl(-) exchange transporter ClcA","1","1","1","195","10","194","10","","1331","1331","1331","FAM1213_1K_00666","","","","",""
"clcA_2","","H(+)/Cl(-) exchange transporter ClcA","1","1","1","195","9","194","9","","1178","1178","1178","FAM1213_1K_00668","","","","",""
"deoC2","","Deoxyribose-phosphate aldolase 2","1","1","1","199","10","199","42","","713","713","713","FAM1213_1K_00270","","","","",""
"ecdB","","putative UbiX-like flavin prenyltransferase","1","1","1","175","5","175","5","","503","503","503","FAM1213_1K_01398","","","","",""
"epsF","","Putative glycosyltransferase EpsF","1","1","1","169","5","172","11","","1115","1115","1115","","","","FAM22076_1K_01334","",""
"epsF_1","","Putative glycosyltransferase EpsF","1","1","1","184","8","185","6","","1088","1088","1088","","FAM1450_1K_00644","","","",""
"epsF_2","","Putative glycosyltransferase EpsF","1","1","1","184","10","185","15","","1106","1106","1106","","FAM1450_1K_00646","","","",""
"epsL","","putative sugar transferase EpsL","1","1","1","169","9","172","7","","650","650","650","FAM1213_1K_01608","","","","",""
"fabF","","3-oxoacyl-[acyl-carrier-protein] synthase 2","1","1","1","194","12","195","32","","1235","1235","1235","FAM1213_1K_00179","","","","",""
"garR","","2-hydroxy-3-oxopropionate reductase","1","1","1","182","3","182","3","","863","863","863","FAM1213_1K_01431","","","","",""
"glf","","UDP-galactopyranose mutase","1","1","1","184","5","185","3","","1112","1112","1112","","FAM1450_1K_00641","","","",""
"glgB","","1,4-alpha-glucan branching enzyme GlgB","1","1","1","121","3","126","2","","1532","1532","1532","FAM1213_1K_00411","","","","",""
"glgC_2","","Glucose-1-phosphate adenylyltransferase","1","1","1","121","4","126","3","","317","317","317","FAM1213_1K_00410","","","","",""
"glpK_3","","Glycerol kinase","1","1","1","161","9","162","8","","350","350","350","","","","FAM22076_1K_01833","",""
"gmuR_3","","HTH-type transcriptional regulator GmuR","1","1","1","156","7","158","8","","722","722","722","FAM1213_1K_01870","","","","",""
"group_1037","","hypothetical protein","1","1","1","177","5","178","1","","356","356","356","FAM1213_1K_00879","","","","",""
"group_1038","","hypothetical protein","1","1","1","102","1","98","3","","155","155","155","FAM1213_1K_01778","","","","",""
"group_104","","hypothetical protein","1","1","1","179","1","180","1","","620","620","620","","FAM1450_1K_01500","","","",""
"group_105","","hypothetical protein","1","1","1","200","29","200","109","","872","872","872","","FAM1450_1K_00102","","","",""
"group_106","","hypothetical protein","1","1","1","190","2","190","10","","758","758","758","","FAM1450_1K_01811","","","",""
"group_107","","hypothetical protein","1","1","1","163","8","159","6","","371","371","371","","FAM1450_1K_01896","","","",""
"group_108","","hypothetical protein","1","1","1","100","2","114","2","","182","182","182","","FAM1450_1K_02035","","","",""
"group_111","","hypothetical protein","1","1","1","189","6","189","10","","311","311","311","","FAM1450_1K_01345","","","",""
"group_116","","hypothetical protein","1","1","1","16","1","37","1","Investigate","269","269","269","","","","FAM22076_1K_00898","",""
"group_12","","hypothetical protein","1","1","1","105","1","119","2","","239","239","239","FAM1213_1K_00772","","","","",""
"group_122","","hypothetical protein","1","1","1","157","3","156","3","","1352","1352","1352","FAM1213_1K_01286","","","","",""
"group_124","","hypothetical protein","1","1","1","198","24","198","5","","707","707","707","","","","FAM22076_1K_01063","",""
"group_1270","","hypothetical protein","1","1","1","100","3","114","3","","236","236","236","","FAM1450_1K_02031","","","",""
"group_1281","","hypothetical protein","1","1","1","28","1","30","2","Investigate","524","524","524","","FAM1450_1K_00521","","","",""
"group_1282","","hypothetical protein","1","1","1","139","3","139","3","","527","527","527","","FAM1450_1K_01837","","","",""
"group_1299","","hypothetical protein","1","1","1","193","10","193","9","","353","353","353","","FAM1450_1K_01130","","","",""
"group_1300","","hypothetical protein","1","1","1","193","15","193","14","","353","353","353","","FAM1450_1K_01135","","","",""
"group_131","","hypothetical protein","1","1","1","135","2","143","2","","272","272","272","","FAM1450_1K_01731","","","",""
"group_132","","hypothetical protein","1","1","1","135","3","143","3","","347","347","347","","FAM1450_1K_01732","","","",""
"group_133","","Cardiolipin synthase","1","1","1","135","5","143","5","","566","566","566","","","","FAM22076_1K_01495","",""
"group_134","","Cardiolipin synthase","1","1","1","176","6","176","6","","461","461","461","FAM1213_1K_01694","","","","",""
"group_1357","","hypothetical protein","1","1","1","78","1","14","1","Investigate","233","233","233","","","","FAM22076_1K_01988","",""
"group_1370","","hypothetical protein","1","1","1","200","88","200","75","","830","830","830","FAM1213_1K_00034","","","","",""
"group_1371","","hypothetical protein","1","1","1","200","87","200","74","","845","845","845","FAM1213_1K_00035","","","","",""
"group_1372","","hypothetical protein","1","1","1","200","86","200","73","","248","248","248","FAM1213_1K_00037","","","","",""
"group_1373","","Lhv_1307 Enterolysin M23 family peptidase","1","1","1","200","85","200","72","","632","632","632","FAM1213_1K_00055","","","","",""
"group_1374","","Lhv_2053 Lysin (L.crispatus) pseudogene in L.helveticus","1","1","1","200","84","200","71","","1121","1121","1121","FAM1213_1K_00056","","","","",""
"group_1375","","hypothetical protein","1","1","1","200","83","200","70","","407","407","407","FAM1213_1K_00057","","","","",""
"group_1376","","hypothetical protein","1","1","1","200","82","200","69","","230","230","230","FAM1213_1K_00058","","","","",""
"group_1377","","hypothetical protein","1","1","1","200","81","200","68","","209","209","209","FAM1213_1K_00059","","","","",""
"group_1378","","hypothetical protein","1","1","1","200","80","200","67","","251","251","251","FAM1213_1K_00060","","","","",""
"group_1379","","hypothetical protein","1","1","1","200","79","200","66","","161","161","161","FAM1213_1K_00061","","","","",""
"group_1380","","hypothetical protein","1","1","1","200","78","200","65","","569","569","569","FAM1213_1K_00062","","","","",""
"group_1381","","hypothetical protein","1","1","1","200","77","200","64","","1109","1109","1109","FAM1213_1K_00063","","","","",""
"group_1382","","hypothetical protein","1","1","1","200","76","200","63","","236","236","236","FAM1213_1K_00064","","","","",""
"group_1383","","hypothetical protein","1","1","1","200","75","200","62","","176","176","176","FAM1213_1K_00065","","","","",""
"group_1384","","hypothetical protein","1","1","1","200","74","200","61","","3179","3179","3179","FAM1213_1K_00066","","","","",""
"group_1385","","hypothetical protein","1","1","1","200","73","200","60","","791","791","791","FAM1213_1K_00067","","","","",""
"group_1386","","hypothetical protein","1","1","1","200","72","200","59","","3578","3578","3578","FAM1213_1K_00068","","","","",""
"group_1387","","hypothetical protein","1","1","1","200","71","200","58","","344","344","344","FAM1213_1K_00069","","","","",""
"group_1388","","hypothetical protein","1","1","1","200","70","200","57","","329","329","329","FAM1213_1K_00070","","","","",""
"group_1389","","hypothetical protein","1","1","1","200","69","200","56","","602","602","602","FAM1213_1K_00071","","","","",""
"group_1390","","hypothetical protein","1","1","1","200","68","200","55","","389","389","389","FAM1213_1K_00072","","","","",""
"group_1391","","hypothetical protein","1","1","1","200","67","200","54","","401","401","401","FAM1213_1K_00073","","","","",""
"group_1392","","hypothetical protein","1","1","1","200","66","200","53","","305","305","305","FAM1213_1K_00074","","","","",""
"group_1393","","hypothetical protein","1","1","1","200","65","200","52","","338","338","338","FAM1213_1K_00075","","","","",""
"group_1394","","hypothetical protein","1","1","1","200","64","200","51","","890","890","890","FAM1213_1K_00076","","","","",""
"group_1395","","hypothetical protein","1","1","1","200","63","200","50","","617","617","617","FAM1213_1K_00077","","","","",""
"group_1396","","hypothetical protein","1","1","1","200","62","200","49","","959","959","959","FAM1213_1K_00078","","","","",""
"group_1397","","hypothetical protein","1","1","1","200","61","200","48","","1400","1400","1400","FAM1213_1K_00079","","","","",""
"group_1398","","hypothetical protein","1","1","1","200","60","200","47","","1217","1217","1217","FAM1213_1K_00080","","","","",""
"group_1399","","hypothetical protein","1","1","1","200","59","200","46","","503","503","503","FAM1213_1K_00081","","","","",""
"group_14","","hypothetical protein","1","1","1","199","4","199","1","","974","974","974","","FAM1450_1K_00901","","","",""
"group_140","","hypothetical protein","1","1","1","153","4","154","1","","1178","1178","1178","","FAM1450_1K_01714","","","",""
"group_1400","","hypothetical protein","1","1","1","200","58","200","45","","443","443","443","FAM1213_1K_00082","","","","",""
"group_1401","","hypothetical protein","1","1","1","200","57","200","44","","539","539","539","FAM1213_1K_00084","","","","",""
"group_1402","","hypothetical protein","1","1","1","200","56","200","43","","236","236","236","FAM1213_1K_00085","","","","",""
"group_1403","","hypothetical protein","1","1","1","200","55","200","42","","344","344","344","FAM1213_1K_00086","","","","",""
"group_1404","","hypothetical protein","1","1","1","200","54","200","41","","257","257","257","FAM1213_1K_00087","","","","",""
"group_1405","","hypothetical protein","1","1","1","200","53","200","40","","1313","1313","1313","FAM1213_1K_00088","","","","",""
"group_1406","","hypothetical protein","1","1","1","200","52","200","39","","800","800","800","FAM1213_1K_00089","","","","",""
"group_1407","","hypothetical protein","1","1","1","200","51","200","38","","545","545","545","FAM1213_1K_00090","","","","",""
"group_1408","","hypothetical protein","1","1","1","200","50","200","37","","764","764","764","FAM1213_1K_00091","","","","",""
"group_1409","","hypothetical protein","1","1","1","200","49","200","36","","1271","1271","1271","FAM1213_1K_00093","","","","",""
"group_1410","","hypothetical protein","1","1","1","200","48","200","35","","137","137","137","FAM1213_1K_00094","","","","",""
"group_1411","","hypothetical protein","1","1","1","200","47","200","34","","569","569","569","FAM1213_1K_00095","","","","",""
"group_1412","","hypothetical protein","1","1","1","200","46","200","33","","362","362","362","FAM1213_1K_00096","","","","",""
"group_1413","","hypothetical protein","1","1","1","200","45","200","32","","476","476","476","FAM1213_1K_00097","","","","",""
"group_1414","","hypothetical protein","1","1","1","200","44","200","31","","299","299","299","FAM1213_1K_00100","","","","",""
"group_1416","","hypothetical protein","1","1","1","200","43","200","30","","401","401","401","FAM1213_1K_00103","","","","",""
"group_1417","","hypothetical protein","1","1","1","200","42","200","29","","509","509","509","FAM1213_1K_00104","","","","",""
"group_1418","","hypothetical protein","1","1","1","200","41","200","28","","362","362","362","FAM1213_1K_00105","","","","",""
"group_1419","","hypothetical protein","1","1","1","200","40","200","27","","263","263","263","FAM1213_1K_00109","","","","",""
"group_1421","","hypothetical protein","1","1","1","200","38","200","25","","248","248","248","FAM1213_1K_00112","","","","",""
"group_1424","","hypothetical protein","1","1","1","194","22","195","16","","248","248","248","FAM1213_1K_00116","","","","",""
"group_1425","","hypothetical protein","1","1","1","194","23","195","17","","542","542","542","FAM1213_1K_00119","","","","",""
"group_1426","","hypothetical protein","1","1","1","194","27","195","21","","176","176","176","FAM1213_1K_00168","","","","",""
"group_1427","","hypothetical protein","1","1","1","194","29","195","23","","152","152","152","FAM1213_1K_00170","","","","",""
"group_1428","","hypothetical protein","1","1","1","194","31","195","25","","476","476","476","FAM1213_1K_00172","","","","",""
"group_1429","","hypothetical protein","1","1","1","194","32","195","26","","398","398","398","FAM1213_1K_00173","","","","",""
"group_143","","hypothetical protein","1","1","1","197","2","197","4","","341","341","341","","","","FAM22076_1K_01269","",""
"group_1430","","hypothetical protein","1","1","1","194","17","195","27","","437","437","437","FAM1213_1K_00174","","","","",""
"fabH","","3-oxoacyl-[acyl-carrier-protein] synthase 3","1","1","1","","","","","","968","968","968","FAM1213_1K_00175","","","","",""
"group_1432","","hypothetical protein","1","1","1","194","15","195","29","","245","245","245","FAM1213_1K_00176","","","","",""
"fabD","","Malonyl CoA-acyl carrier protein transacylase","1","1","1","","","","","","944","944","944","FAM1213_1K_00177","","","","",""
"fabG_1","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","","","","","","731","731","731","FAM1213_1K_00178","","","","",""
"group_1436","","hypothetical protein","1","1","1","194","11","195","11","","458","458","458","FAM1213_1K_00180","","","","",""
"fabZ","","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","1","1","1","","","","","","431","431","431","FAM1213_1K_00181","","","","",""
"accD","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","1","1","1","","","","","","851","851","851","FAM1213_1K_00183","","","","",""
"group_144","","hypothetical protein","1","1","1","197","30","197","3","","302","302","302","","","","FAM22076_1K_01270","",""
"accA","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","1","1","1","","","","","","770","770","770","FAM1213_1K_00184","","","","",""
"fabI","","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI","1","1","1","","","","","","758","758","758","FAM1213_1K_00185","","","","",""
"birA","","Bifunctional ligase/repressor BirA","1","1","1","","","","","","704","704","704","FAM1213_1K_00186","","","","",""
"group_1444","","hypothetical protein","1","1","1","194","1","195","1","","200","200","200","FAM1213_1K_00211","","","","",""
"group_1448","","hypothetical protein","1","1","1","199","25","199","27","","290","290","290","FAM1213_1K_00254","","","","",""
"group_145","","hypothetical protein","1","1","1","197","1","197","5","","203","203","203","","FAM1450_1K_01623","","","",""
"group_1450","","hypothetical protein","1","1","1","199","33","199","14","","215","215","215","FAM1213_1K_00266","","","","",""
"group_1453","","hypothetical protein","1","1","1","199","9","199","41","","518","518","518","FAM1213_1K_00274","","","","",""
"group_1454","","hypothetical protein","1","1","1","199","8","199","40","","734","734","734","FAM1213_1K_00275","","","","",""
"group_1455","","hypothetical protein","1","1","1","199","7","199","39","","230","230","230","FAM1213_1K_00288","","","","",""
"group_1458","","hypothetical protein","1","1","1","191","1","192","1","","407","407","407","FAM1213_1K_00339","","","","",""
"dppE","","Dipeptide-binding protein DppE","1","1","1","","","","","","1319","1319","1319","FAM1213_1K_01536","","","","",""
"purH","","Bifunctional purine biosynthesis protein PurH","1","1","1","","","","","","1541","1541","1541","FAM1213_1K_00358","","","","",""
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","1","1","1","","","","","","1037","1037","1037","FAM1213_1K_00360","","","","",""
"purF","","Amidophosphoribosyltransferase","1","1","1","","","","","","1466","1466","1466","FAM1213_1K_00361","","","","",""
"purL","","Phosphoribosylformylglycinamidine synthase subunit PurL","1","1","1","","","","","","2228","2228","2228","FAM1213_1K_00362","","","","",""
"purQ","","Phosphoribosylformylglycinamidine synthase subunit PurQ","1","1","1","","","","","","671","671","671","FAM1213_1K_00363","","","","",""
"group_1473","","hypothetical protein","1","1","1","191","18","192","24","","254","254","254","FAM1213_1K_00364","","","","",""
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","1","1","1","","","","","","716","716","716","FAM1213_1K_00365","","","","",""
"purK","","N5-carboxyaminoimidazole ribonucleotide synthase","1","1","1","","","","","","1178","1178","1178","FAM1213_1K_00366","","","","",""
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","1","1","1","","","","","","485","485","485","FAM1213_1K_00367","","","","",""
"fhs1_2","","Formate--tetrahydrofolate ligase 1","1","1","1","","","","","","1661","1661","1661","FAM1213_1K_00368","","","","",""
"group_1478","","hypothetical protein","1","1","1","191","11","192","17","","1901","1901","1901","FAM1213_1K_00379","","","","",""
"group_1481","","hypothetical protein","1","1","1","121","2","126","1","","161","161","161","FAM1213_1K_00412","","","","",""
"group_1482","","hypothetical protein","1","1","1","122","3","121","4","","248","248","248","FAM1213_1K_00453","","","","",""
"group_1483","","hypothetical protein","1","1","1","189","2","189","2","","179","179","179","FAM1213_1K_00551","","","","",""
"group_1484","","Lhv_2053 Lysin (L.crispatus) pseudogene in L.helveticus","1","1","1","189","4","189","17","","962","962","962","FAM1213_1K_00567","","","","",""
"group_1485","","hypothetical protein","1","1","1","189","5","189","16","","461","461","461","FAM1213_1K_00571","","","","",""
"group_1488","","hypothetical protein","1","1","1","187","9","187","4","","188","188","188","FAM1213_1K_00632","","","","",""
"group_1489","","Oligosaccharide 4-alpha-D-glucosyltransferase","1","1","1","187","10","187","5","","2303","2303","2303","FAM1213_1K_00634","","","","",""
"group_1490","","hypothetical protein","1","1","1","187","12","187","12","","383","383","383","FAM1213_1K_00646","","","","",""
"group_1491","","hypothetical protein","1","1","1","187","13","187","11","","215","215","215","FAM1213_1K_00647","","","","",""
"group_1496","","hypothetical protein","1","1","1","195","19","194","24","","662","662","662","FAM1213_1K_00657","","","","",""
"group_1497","","hypothetical protein","1","1","1","195","18","194","25","","293","293","293","FAM1213_1K_00658","","","","",""
"group_1498","","hypothetical protein","1","1","1","195","15","194","28","","1232","1232","1232","FAM1213_1K_00661","","","","",""
"group_1499","","hypothetical protein","1","1","1","195","14","194","29","","293","293","293","FAM1213_1K_00662","","","","",""
"group_150","","hypothetical protein","1","1","1","190","8","190","16","","473","473","473","","","","FAM22076_1K_00666","",""
"group_1500","","hypothetical protein","1","1","1","195","13","194","30","","296","296","296","FAM1213_1K_00663","","","","",""
"group_1501","","hypothetical protein","1","1","1","195","12","194","12","","482","482","482","FAM1213_1K_00664","","","","",""
"group_1502","","hypothetical protein","1","1","1","195","11","194","11","","203","203","203","FAM1213_1K_00665","","","","",""
"pyrF","","Orotidine 5'-phosphate decarboxylase","1","1","1","","","","","","704","704","704","FAM1213_1K_00670","","","","",""
"group_1506","","hypothetical protein","1","1","1","195","6","194","6","","194","194","194","FAM1213_1K_00678","","","","",""
"group_1507","","hypothetical protein","1","1","1","195","5","194","5","","644","644","644","FAM1213_1K_00679","","","","",""
"group_1508","","hypothetical protein","1","1","1","195","4","194","4","","590","590","590","FAM1213_1K_00680","","","","",""
"group_1509","","hypothetical protein","1","1","1","195","3","194","3","","611","611","611","FAM1213_1K_00686","","","","",""
"group_151","","hypothetical protein","1","1","1","190","9","190","15","","683","683","683","","","","FAM22076_1K_00667","",""
"group_1514","","hypothetical protein","1","1","1","200","17","200","96","","338","338","338","FAM1213_1K_00757","","","","",""
"group_1515","","hypothetical protein","1","1","1","200","13","200","93","","569","569","569","FAM1213_1K_00770","","","","",""
"group_1516","","hypothetical protein","1","1","1","105","2","119","3","","317","317","317","FAM1213_1K_00778","","","","",""
"group_1518","","hypothetical protein","1","1","1","150","1","153","4","","455","455","455","FAM1213_1K_00806","","","","",""
"group_1520","","hypothetical protein","1","1","1","150","7","153","6","","635","635","635","FAM1213_1K_00808","","","","",""
"group_1521","","hypothetical protein","1","1","1","150","6","153","7","","737","737","737","FAM1213_1K_00813","","","","",""
"group_1522","","hypothetical protein","1","1","1","150","5","153","3","","638","638","638","FAM1213_1K_00817","","","","",""
"group_1523","ydgH","Putative membrane protein YdgH","1","1","1","150","4","153","2","","3704","3704","3704","FAM1213_1K_00830","","","","",""
"group_1524","","hypothetical protein","1","1","1","150","3","153","1","","146","146","146","FAM1213_1K_00834","","","","",""
"group_1525","","hypothetical protein","1","1","1","198","20","198","2","","392","392","392","FAM1213_1K_00848","","","","",""
"group_1527","","hypothetical protein","1","1","1","198","41","198","22","","338","338","338","FAM1213_1K_00853","","","","",""
"opuBA","","Choline transport ATP-binding protein OpuBA","1","1","1","","","","","","761","761","761","FAM1213_1K_00854","","","","",""
"group_1529","","hypothetical protein","1","1","1","198","39","198","20","","896","896","896","FAM1213_1K_00855","","","","",""
"group_1530","","hypothetical protein","1","1","1","198","38","198","19","","992","992","992","FAM1213_1K_00856","","","","",""
"yfnB","","Putative HAD-hydrolase YfnB","1","1","1","","","","","","707","707","707","FAM1213_1K_00857","","","","",""
"group_1532","","hypothetical protein","1","1","1","198","36","198","17","","269","269","269","FAM1213_1K_00858","","","","",""
"group_1533","","hypothetical protein","1","1","1","198","35","198","16","","413","413","413","FAM1213_1K_00859","","","","",""
"group_1534","","hypothetical protein","1","1","1","198","34","198","15","","146","146","146","FAM1213_1K_00860","","","","",""
"group_1535","","putative oxidoreductase/MSMEI_2347","1","1","1","198","33","198","14","","857","857","857","FAM1213_1K_00861","","","","",""
"tetM","","Tetracycline resistance protein TetM from transposon TnFO1","1","1","1","","","","","","1925","1925","1925","FAM1213_1K_00862","","","","",""
"group_1537","","hypothetical protein","1","1","1","198","31","198","12","","284","284","284","FAM1213_1K_00864","","","","",""
"group_1538","","hypothetical protein","1","1","1","198","30","198","11","","254","254","254","FAM1213_1K_00868","","","","",""
"glcR","","HTH-type transcriptional repressor GlcR","1","1","1","","","","","","833","833","833","FAM1213_1K_00880","","","","",""
"group_154","","hypothetical protein","1","1","1","190","7","190","1","","1229","1229","1229","","FAM1450_1K_01027","","","",""
"group_1540","","hypothetical protein","1","1","1","177","3","178","5","","227","227","227","FAM1213_1K_00891","","","","",""
