"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"group_2750","","hypothetical protein","6","6","1","21","252","","","","284","284","284","FAM1213_1K_00909","FAM1450_1K_00823","FAM19191_1K_01632","FAM22076_1K_00901","FAM23285_1K_01915","FAM8102_1K_01700"
"group_2751","","hypothetical protein","6","6","1","20","27","","","","371","371","371","FAM1213_1K_01093","FAM1450_1K_02087","FAM19191_1K_02131","FAM22076_1K_01964","FAM23285_1K_02209","FAM8102_1K_02243"
"group_2752","","hypothetical protein","6","6","1","21","8","","","","461","461","461","FAM1213_1K_01918","FAM1450_1K_01600","FAM19191_1K_01251","FAM22076_1K_01390","FAM23285_1K_01448","FAM8102_1K_01544"
"group_2753","","hypothetical protein","6","6","1","21","692","","","","434","434","434","FAM1213_1K_01527","FAM1450_1K_02138","FAM19191_1K_01282","FAM22076_1K_01881","FAM23285_1K_01414","FAM8102_1K_01311"
"group_2756","","hypothetical protein","6","6","1","21","493","","","","167","167","167","FAM1213_1K_00303","FAM1450_1K_02143","FAM19191_1K_01312","FAM22076_1K_01240","FAM23285_1K_01268","FAM8102_1K_01244"
"group_2758","","hypothetical protein","6","6","1","21","774","","","","278","278","278","FAM1213_1K_01517","FAM1450_1K_01779","FAM19191_1K_02021","FAM22076_1K_01956","FAM23285_1K_02046","FAM8102_1K_02101"
"group_2759","","hypothetical protein","6","6","1","21","584","","","","227","227","227","FAM1213_1K_00536","FAM1450_1K_02141","FAM19191_1K_01192","FAM22076_1K_00413","FAM23285_1K_00979","FAM8102_1K_01094"
"group_2760","","hypothetical protein","6","6","1","21","489","","","","218","218","218","FAM1213_1K_00306","FAM1450_1K_01566","FAM19191_1K_01318","FAM22076_1K_01235","FAM23285_1K_01262","FAM8102_1K_01238"
"group_2762","","hypothetical protein","6","6","1","21","449","","","","191","191","191","FAM1213_1K_00030","FAM1450_1K_00005","FAM19191_1K_00139","FAM22076_1K_00178","FAM23285_1K_00206","FAM8102_1K_00214"
"group_2764","","hypothetical protein","6","6","1","21","407","","","","140","140","140","FAM1213_1K_00997","FAM1450_1K_01583","FAM19191_1K_01699","FAM22076_1K_01426","FAM23285_1K_01621","FAM8102_1K_01796"
"group_2765","","hypothetical protein","6","6","1","21","460","","","","176","176","176","FAM1213_1K_00053","FAM1450_1K_01123","FAM19191_1K_00160","FAM22076_1K_00154","FAM23285_1K_00227","FAM8102_1K_00235"
"group_2766","","hypothetical protein","6","6","1","21","893","","","","272","272","272","FAM1213_1K_00640","FAM1450_1K_01005","FAM19191_1K_01635","FAM22076_1K_01906","FAM23285_1K_01590","FAM8102_1K_01703"
"group_2768","","hypothetical protein","6","6","1","12","5","","","","233","233","233","FAM1213_1K_01580","FAM1450_1K_01452","FAM19191_1K_01454","FAM22076_1K_01412","FAM23285_1K_01395","FAM8102_1K_01501"
"group_2770","","hypothetical protein","6","6","1","21","654","","","","302","302","302","FAM1213_1K_00744","FAM1450_1K_00708","FAM19191_1K_00849","FAM22076_1K_00307","FAM23285_1K_00788","FAM8102_1K_00922"
"group_2771","","hypothetical protein","6","6","1","21","638","","","","221","221","221","FAM1213_1K_01477","FAM1450_1K_00753","FAM19191_1K_00930","FAM22076_1K_00324","FAM23285_1K_00940","FAM8102_1K_01028"
"group_2772","","hypothetical protein","6","6","1","21","1015","","","","188","188","188","FAM1213_1K_00133","FAM1450_1K_00225","FAM19191_1K_00235","FAM22076_1K_00261","FAM23285_1K_00295","FAM8102_1K_00394"
"group_2773","","putative transcriptional regulatory protein","6","6","1","21","68","","","","728","728","728","FAM1213_1K_00495","FAM1450_1K_01397","FAM19191_1K_00203","FAM22076_1K_01246","FAM23285_1K_01223","FAM8102_1K_00325"
"group_2774","","hypothetical protein","6","6","1","21","668","","","","134","134","134","FAM1213_1K_00760","FAM1450_1K_01667","FAM19191_1K_01581","FAM22076_1K_01515","FAM23285_1K_01575","FAM8102_1K_01691"
"group_2775","","hypothetical protein","6","6","1","21","983","","","","692","692","692","FAM1213_1K_00155","FAM1450_1K_00246","FAM19191_1K_00256","FAM22076_1K_00282","FAM23285_1K_00316","FAM8102_1K_00373"
"group_2779","","hypothetical protein","6","6","1","21","693","","","","428","428","428","FAM1213_1K_01528","FAM1450_1K_02137","FAM19191_1K_01281","FAM22076_1K_01880","FAM23285_1K_01413","FAM8102_1K_01312"
"group_2783","","hypothetical protein","6","6","1","16","12","","","","242","242","242","FAM1213_1K_01067","FAM1450_1K_00416","FAM19191_1K_00586","FAM22076_1K_00535","FAM23285_1K_00582","FAM8102_1K_00718"
"group_2796","","hypothetical protein","6","6","1","21","900","","","","221","221","221","FAM1213_1K_00631","FAM1450_1K_00928","FAM19191_1K_00753","FAM22076_1K_01873","FAM23285_1K_00720","FAM8102_1K_00884"
"group_2797","","hypothetical protein","6","6","1","21","1332","","","","179","179","179","FAM1213_1K_00694","FAM1450_1K_01205","FAM19191_1K_01798","FAM22076_1K_00090","FAM23285_1K_01746","FAM8102_1K_01889"
"group_2798","","hypothetical protein","6","6","1","21","786","","","","581","581","581","FAM1213_1K_01876","FAM1450_1K_00870","FAM19191_1K_01300","FAM22076_1K_00600","FAM23285_1K_01559","FAM8102_1K_01621"
"group_2799","","hypothetical protein","6","6","1","21","650","","","","203","203","203","FAM1213_1K_00740","FAM1450_1K_00712","FAM19191_1K_00845","FAM22076_1K_00311","FAM23285_1K_00784","FAM8102_1K_00918"
"group_2800","","hypothetical protein","6","6","1","21","1285","","","","341","341","341","FAM1213_1K_00491","FAM1450_1K_00208","FAM19191_1K_00357","FAM22076_1K_00139","FAM23285_1K_01162","FAM8102_1K_00489"
"group_2802","","putative protein","6","6","1","21","1303","","","","362","362","362","FAM1213_1K_01225","FAM1450_1K_00190","FAM19191_1K_00376","FAM22076_1K_00122","FAM23285_1K_00837","FAM8102_1K_00508"
"group_2806","","hypothetical protein","6","6","1","21","64","","","","431","431","431","FAM1213_1K_00499","FAM1450_1K_01393","FAM19191_1K_00207","FAM22076_1K_01250","FAM23285_1K_01219","FAM8102_1K_00321"
"group_2810","","hypothetical protein","6","6","1","21","818","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","377","377","377","FAM1213_1K_00189","FAM1450_1K_02162","FAM19191_1K_01908","FAM22076_1K_01933","FAM23285_1K_02161","FAM8102_1K_02013"
"group_2811","","hypothetical protein","6","6","1","21","7","","","","482","482","482","FAM1213_1K_01919","FAM1450_1K_01601","FAM19191_1K_01252","FAM22076_1K_01391","FAM23285_1K_01449","FAM8102_1K_01545"
"group_2813","","hypothetical protein","6","6","1","21","1081","","","","146","146","146","FAM1213_1K_00396","FAM1450_1K_01319","FAM19191_1K_00956","FAM22076_1K_01719","FAM23285_1K_01017","FAM8102_1K_01054"
"group_2814","","hypothetical protein","6","6","1","21","1104","","","","314","314","314","FAM1213_1K_00371","FAM1450_1K_01954","FAM19191_1K_01560","FAM22076_1K_01491","FAM23285_1K_01504","FAM8102_1K_01589"
"group_2815","","hypothetical protein","6","6","1","21","1160","","","","140","140","140","FAM1213_1K_00788","FAM1450_1K_00511","FAM19191_1K_00677","FAM22076_1K_00628","FAM23285_1K_00472","FAM8102_1K_00808"
"group_2816","","hypothetical protein","6","6","1","20","50","","","","308","308","308","FAM1213_1K_01183","FAM1450_1K_00781","FAM19191_1K_01151","FAM22076_1K_00930","FAM23285_1K_01076","FAM8102_1K_01189"
"group_2821","","hypothetical protein","6","6","1","21","502","","","","677","677","677","FAM1213_1K_00294","FAM1450_1K_00878","FAM19191_1K_01022","FAM22076_1K_00874","FAM23285_1K_01057","FAM8102_1K_01148"
"group_2822","","hypothetical protein","6","6","1","21","81","","","","467","467","467","FAM1213_1K_01741","FAM1450_1K_00543","FAM19191_1K_00189","FAM22076_1K_00568","FAM23285_1K_00653","FAM8102_1K_00339"
"group_2823","","hypothetical protein","6","6","1","21","672","","","","623","623","623","FAM1213_1K_00764","FAM1450_1K_01663","FAM19191_1K_01577","FAM22076_1K_01519","FAM23285_1K_01571","FAM8102_1K_01687"
"group_2824","","hypothetical protein","6","6","1","21","645","","","","341","341","341","FAM1213_1K_00735","FAM1450_1K_00717","FAM19191_1K_00840","FAM22076_1K_00316","FAM23285_1K_00779","FAM8102_1K_00913"
"group_2826","","hypothetical protein","6","6","1","18","28","","","","185","185","185","FAM1213_1K_00941","FAM1450_1K_00613","FAM19191_1K_00723","FAM22076_1K_00457","FAM23285_1K_00688","FAM8102_1K_00854"
"group_2828","","hypothetical protein","6","6","1","21","981","","","","230","230","230","FAM1213_1K_00157","FAM1450_1K_00248","FAM19191_1K_00258","FAM22076_1K_00284","FAM23285_1K_00318","FAM8102_1K_00371"
"group_2830","","hypothetical protein","6","6","1","21","974","","","","275","275","275","FAM1213_1K_01427","FAM1450_1K_00983","FAM19191_1K_00922","FAM22076_1K_00379","FAM23285_1K_00908","FAM8102_1K_00996"
"group_2832","","hypothetical protein","6","6","1","21","544","","","","257","257","257","FAM1213_1K_00238","FAM1450_1K_01070","FAM19191_1K_00663","FAM22076_1K_00742","FAM23285_1K_00852","FAM8102_1K_00794"
"group_2833","","hypothetical protein","6","6","1","21","1102","","","","977","977","977","FAM1213_1K_00373","FAM1450_1K_01956","FAM19191_1K_01558","FAM22076_1K_01489","FAM23285_1K_01502","FAM8102_1K_01591"
"group_2834","","hypothetical protein","6","6","1","21","260","","","","446","446","446","FAM1213_1K_00902","FAM1450_1K_00831","FAM19191_1K_01239","FAM22076_1K_00910","FAM23285_1K_01198","FAM8102_1K_01275"
"group_2844","","hypothetical protein","6","6","1","21","1229","","","","1229","1229","1229","FAM1213_1K_01486","FAM1450_1K_01409","FAM19191_1K_01599","FAM22076_1K_00777","FAM23285_1K_01531","FAM8102_1K_01649"
"group_2847","","hypothetical protein","6","6","1","21","93","","","","533","533","533","FAM1213_1K_01111","FAM1450_1K_00531","FAM19191_1K_00177","FAM22076_1K_00556","FAM23285_1K_00641","FAM8102_1K_00351"
"group_2851","","hypothetical protein","6","6","1","21","194","","","","767","767","767","FAM1213_1K_00322","FAM1450_1K_00560","FAM19191_1K_00828","FAM22076_1K_00807","FAM23285_1K_01549","FAM8102_1K_01633"
"group_2852","","hypothetical protein","6","6","1","21","258","","","","923","923","923","FAM1213_1K_00904","FAM1450_1K_00829","FAM19191_1K_01626","FAM22076_1K_00908","FAM23285_1K_02110","FAM8102_1K_01694"
"group_2859","","putative protein","6","6","1","21","1302","","","","1661","1661","1661","FAM1213_1K_01226","FAM1450_1K_00191","FAM19191_1K_00375","FAM22076_1K_00123","FAM23285_1K_00838","FAM8102_1K_00507"
"group_2864","","hypothetical protein","6","6","1","21","778","","","","623","623","623","FAM1213_1K_02000","FAM1450_1K_01785","FAM19191_1K_01290","FAM22076_1K_00608","FAM23285_1K_01924","FAM8102_1K_01770"
"group_2865","","hypothetical protein","6","6","1","21","776","","","","359","359","359","FAM1213_1K_01999","FAM1450_1K_01783","FAM19191_1K_01289","FAM22076_1K_00610","FAM23285_1K_01926","FAM8102_1K_01772"
"group_2868","","hypothetical protein","6","6","1","21","542","","","","311","311","311","FAM1213_1K_00236","FAM1450_1K_01072","FAM19191_1K_00665","FAM22076_1K_00744","FAM23285_1K_00850","FAM8102_1K_00796"
"group_2872","","putative ABC transporter ATP-binding protein","6","6","1","21","715","","","","1769","1769","1769","FAM1213_1K_01016","FAM1450_1K_01429","FAM19191_1K_01117","FAM22076_1K_01093","FAM23285_1K_01226","FAM8102_1K_00603"
"group_2876","","hypothetical protein","6","6","1","21","1257","","","","311","311","311","FAM1213_1K_00462","FAM1450_1K_00447","FAM19191_1K_00286","FAM22076_1K_00500","FAM23285_1K_00388","FAM8102_1K_00418"
"group_2879","","hypothetical protein","6","6","1","21","34","","","","1256","1256","1256","FAM1213_1K_00429","FAM1450_1K_00147","FAM19191_1K_00488","FAM22076_1K_00233","FAM23285_1K_00347","FAM8102_1K_00539"
"group_2882","","hypothetical protein","6","6","1","21","314","","","","1364","1364","1364","FAM1213_1K_01290","FAM1450_1K_01245","FAM19191_1K_00449","FAM22076_1K_01157","FAM23285_1K_00246","FAM8102_1K_00259"
"group_2883","","hypothetical protein","6","6","1","21","664","","","","362","362","362","FAM1213_1K_00753","FAM1450_1K_00698","FAM19191_1K_00859","FAM22076_1K_00297","FAM23285_1K_00798","FAM8102_1K_00932"
"group_2888","","hypothetical protein","6","6","1","14","5","","","","560","560","560","FAM1213_1K_01374","FAM1450_1K_01725","FAM19191_1K_01660","FAM22076_1K_01528","FAM23285_1K_01601","FAM8102_1K_01727"
"group_2889","","hypothetical protein","6","6","1","21","1147","","","","377","377","377","FAM1213_1K_00802","FAM1450_1K_00498","FAM19191_1K_00690","FAM22076_1K_00615","FAM23285_1K_00485","FAM8102_1K_00821"
"group_2890","","hypothetical protein","6","6","1","21","89","","","","815","815","815","FAM1213_1K_01107","FAM1450_1K_00535","FAM19191_1K_00181","FAM22076_1K_00560","FAM23285_1K_00645","FAM8102_1K_00347"
"group_2893","","hypothetical protein","6","6","1","21","839","","","","1295","1295","1295","FAM1213_1K_00825","FAM1450_1K_00808","FAM19191_1K_01475","FAM22076_1K_01122","FAM23285_1K_01403","FAM8102_1K_01899"
"group_2896","","hypothetical protein","6","6","1","14","1","","","","923","923","923","FAM1213_1K_01370","FAM1450_1K_01729","FAM19191_1K_02174","FAM22076_1K_01524","FAM23285_1K_02259","FAM8102_1K_02275"
"group_2900","","hypothetical protein","6","6","1","21","261","","","","539","539","539","FAM1213_1K_00901","FAM1450_1K_00832","FAM19191_1K_01238","FAM22076_1K_00911","FAM23285_1K_01197","FAM8102_1K_01274"
"group_2903","","hypothetical protein","6","6","1","18","44","","","","683","683","683","FAM1213_1K_01996","FAM1450_1K_00590","FAM19191_1K_00746","FAM22076_1K_00434","FAM23285_1K_00665","FAM8102_1K_00877"
"group_2908","","hypothetical protein","6","6","1","21","98","","","","521","521","521","FAM1213_1K_01116","FAM1450_1K_00526","FAM19191_1K_00172","FAM22076_1K_00551","FAM23285_1K_00636","FAM8102_1K_00356"
"group_291","","hypothetical protein","6","6","1","21","28","","","","185","380","219","FAM1213_1K_00435","FAM1450_1K_00154","FAM19191_1K_00481","FAM22076_1K_00226","FAM23285_1K_00340","FAM8102_1K_00532"
"group_2923","","hypothetical protein","6","6","1","21","435","","","","644","644","644","FAM1213_1K_00016","FAM1450_1K_00019","FAM19191_1K_00124","FAM22076_1K_00192","FAM23285_1K_00191","FAM8102_1K_00199"
"group_2928","","hypothetical protein","6","6","1","21","390","","","","656","656","656","FAM1213_1K_00976","FAM1450_1K_00472","FAM19191_1K_00987","FAM22076_1K_00017","FAM23285_1K_00996","FAM8102_1K_01112"
"group_2936","","hypothetical protein","6","6","1","21","530","","","","320","320","320","FAM1213_1K_00223","FAM1450_1K_01709","FAM19191_1K_01508","FAM22076_1K_01507","FAM23285_1K_01436","FAM8102_1K_01532"
"group_2937","","hypothetical protein","6","6","1","21","409","","","","404","404","404","FAM1213_1K_01964","FAM1450_1K_01581","FAM19191_1K_01701","FAM22076_1K_01428","FAM23285_1K_01623","FAM8102_1K_01798"
"group_2938","","hypothetical protein","6","6","1","21","482","","","","551","551","551","FAM1213_1K_00313","FAM1450_1K_01559","FAM19191_1K_01325","FAM22076_1K_01227","FAM23285_1K_01255","FAM8102_1K_01231"
"group_2948","","hypothetical protein","6","6","1","21","886","","","","1259","1259","1259","FAM1213_1K_00194","FAM1450_1K_00851","FAM19191_1K_01621","FAM22076_1K_00582","FAM23285_1K_01580","FAM8102_1K_01680"
"group_2949","","hypothetical protein","6","6","1","18","5","","","","932","935","933","FAM1213_1K_00917","FAM1450_1K_00638","FAM19191_1K_00699","FAM22076_1K_00491","FAM23285_1K_00712","FAM8102_1K_00830"
"group_2956","","dITP/XTP pyrophosphatase","6","6","1","21","537","","","","620","620","620","FAM1213_1K_00230","FAM1450_1K_02157","FAM19191_1K_02134","FAM22076_1K_01927","FAM23285_1K_02188","FAM8102_1K_02219"
"group_2957","","hypothetical protein","6","6","1","19","63","","","","557","557","557","FAM1213_1K_01205","FAM1450_1K_01265","FAM19191_1K_00311","FAM22076_1K_01056","FAM23285_1K_00413","FAM8102_1K_00443"
"group_2958","","hypothetical protein","6","6","1","21","332","","","","662","662","662","FAM1213_1K_01321","FAM1450_1K_01507","FAM19191_1K_01095","FAM22076_1K_00653","FAM23285_1K_00267","FAM8102_1K_00280"
"group_2960","","D-aspartate ligase","6","6","1","21","363","","","","1283","1286","1284","FAM1213_1K_00717","FAM1450_1K_00322","FAM19191_1K_00524","FAM22076_1K_00045","FAM23285_1K_00548","FAM8102_1K_00656"
"group_2967","","hypothetical protein","6","6","1","21","393","","","","758","758","758","FAM1213_1K_00979","FAM1450_1K_00469","FAM19191_1K_00984","FAM22076_1K_00014","FAM23285_1K_00993","FAM8102_1K_01109"
"group_2982","","hypothetical protein","6","6","1","21","61","","","","1001","1001","1001","FAM1213_1K_00502","FAM1450_1K_01390","FAM19191_1K_00210","FAM22076_1K_01253","FAM23285_1K_01216","FAM8102_1K_00318"
"group_2987","","putative AAA domain-containing protein","6","6","1","21","588","","","","1313","1313","1313","FAM1213_1K_00540","FAM1450_1K_01614","FAM19191_1K_01987","FAM22076_1K_00409","FAM23285_1K_00983","FAM8102_1K_01098"
"group_2993","","hypothetical protein","6","6","1","21","729","","","","1049","1058","1053","FAM1213_1K_01001","FAM1450_1K_02149","FAM19191_1K_02118","FAM22076_1K_01871","FAM23285_1K_02201","FAM8102_1K_02202"
"group_3001","","hypothetical protein","6","6","1","21","919","","","","791","791","791","FAM1213_1K_00613","FAM1450_1K_00948","FAM19191_1K_00773","FAM22076_1K_00795","FAM23285_1K_00740","FAM8102_1K_00904"
"group_3002","","Putative TrmH family tRNA/rRNA methyltransferase","6","6","1","21","487","","","","752","752","752","FAM1213_1K_00308","FAM1450_1K_01564","FAM19191_1K_01320","FAM22076_1K_01233","FAM23285_1K_01260","FAM8102_1K_01236"
"group_3003","","hypothetical protein","6","6","1","21","498","","","","995","995","995","FAM1213_1K_00298","FAM1450_1K_00874","FAM19191_1K_01026","FAM22076_1K_00870","FAM23285_1K_01061","FAM8102_1K_01152"
"group_3012","","hypothetical protein","6","6","1","21","41","","","","662","662","662","FAM1213_1K_00422","FAM1450_1K_00140","FAM19191_1K_00495","FAM22076_1K_00240","FAM23285_1K_00354","FAM8102_1K_00546"
"group_3023","","Putative universal stress protein","6","6","1","21","586","","","","464","464","464","FAM1213_1K_00538","FAM1450_1K_01616","FAM19191_1K_01985","FAM22076_1K_00411","FAM23285_1K_00981","FAM8102_1K_01096"
"group_3025","","Aspartate racemase","6","6","1","21","904","","","","749","749","749","FAM1213_1K_00628","FAM1450_1K_00933","FAM19191_1K_00758","FAM22076_1K_00780","FAM23285_1K_00725","FAM8102_1K_00889"
"group_3029","","hypothetical protein","6","6","1","21","69","","","","515","515","515","FAM1213_1K_00494","FAM1450_1K_01398","FAM19191_1K_00202","FAM22076_1K_01245","FAM23285_1K_01224","FAM8102_1K_00326"
"group_303","","hypothetical protein","6","6","1","21","1150","","","","275","731","351","FAM1213_1K_00799","FAM1450_1K_00501","FAM19191_1K_00687","FAM22076_1K_00618","FAM23285_1K_00482","FAM8102_1K_00818"
"group_3030","","hypothetical protein","6","6","1","21","437","","","","500","500","500","FAM1213_1K_00018","FAM1450_1K_00017","FAM19191_1K_00126","FAM22076_1K_00190","FAM23285_1K_00193","FAM8102_1K_00201"
"group_3031","","hypothetical protein","6","6","1","21","307","","","","824","824","824","FAM1213_1K_01297","FAM1450_1K_01237","FAM19191_1K_00441","FAM22076_1K_01148","FAM23285_1K_00238","FAM8102_1K_00251"
"group_3037","","hypothetical protein","6","6","1","21","475","","","","365","365","365","FAM1213_1K_00038","FAM1450_1K_01108","FAM19191_1K_00145","FAM22076_1K_00169","FAM23285_1K_00212","FAM8102_1K_00220"
"group_3041","","hypothetical protein","6","6","1","21","970","","","","674","674","674","FAM1213_1K_01447","FAM1450_1K_00994","FAM19191_1K_00913","FAM22076_1K_00369","FAM23285_1K_00899","FAM8102_1K_00987"
"group_3042","","hypothetical protein","6","6","1","21","29","","","","1199","1199","1199","FAM1213_1K_00434","FAM1450_1K_00152","FAM19191_1K_00483","FAM22076_1K_00228","FAM23285_1K_00342","FAM8102_1K_00534"
"group_3048","","hypothetical protein","6","6","1","21","65","","","","350","350","350","FAM1213_1K_00498","FAM1450_1K_01394","FAM19191_1K_00206","FAM22076_1K_01249","FAM23285_1K_01220","FAM8102_1K_00322"
"gpmA_1","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","6","6","1","18","6","","","","692","692","692","FAM1213_1K_01305","FAM1450_1K_01177","FAM19191_1K_01113","FAM22076_1K_00070","FAM23285_1K_00285","FAM8102_1K_00298"
"group_3051","","hypothetical protein","6","6","1","21","205","","","","869","869","869","FAM1213_1K_01128","FAM1450_1K_01146","FAM19191_1K_01344","FAM22076_1K_01570","FAM23285_1K_01461","FAM8102_1K_01360"
"group_3052","","Putative gluconeogenesis factor","6","6","1","21","108","","","","1043","1043","1043","FAM1213_1K_00403","FAM1450_1K_01948","FAM19191_1K_01264","FAM22076_1K_01547","FAM23285_1K_01247","FAM8102_1K_01299"
"group_3056","","hypothetical protein","6","6","1","21","798","","","","557","557","557","FAM1213_1K_00204","FAM1450_1K_00858","FAM19191_1K_01738","FAM22076_1K_00591","FAM23285_1K_01671","FAM8102_1K_01825"
"group_3057","","hypothetical protein","6","6","1","21","359","","","","1193","1193","1193","FAM1213_1K_00713","FAM1450_1K_00316","FAM19191_1K_00518","FAM22076_1K_00051","FAM23285_1K_00554","FAM8102_1K_00650"
"group_3059","","hypothetical protein","6","6","1","21","1195","","","","2831","2831","2831","FAM1213_1K_00870","FAM1450_1K_01342","FAM19191_1K_00883","FAM22076_1K_01076","FAM23285_1K_00803","FAM8102_1K_00937"
"group_3060","","hypothetical protein","6","6","1","21","162","","","","686","686","686","FAM1213_1K_01752","FAM1450_1K_02020","FAM19191_1K_00805","FAM22076_1K_01828","FAM23285_1K_01760","FAM8102_1K_01856"
"group_3063","","hypothetical protein","6","6","1","21","1215","","","","773","773","773","FAM1213_1K_00845","FAM1450_1K_01425","FAM19191_1K_01401","FAM22076_1K_00759","FAM23285_1K_01326","FAM8102_1K_01448"
"group_3065","","hypothetical protein","6","6","1","20","56","","","","698","698","698","FAM1213_1K_01190","FAM1450_1K_00788","FAM19191_1K_01144","FAM22076_1K_00937","FAM23285_1K_01069","FAM8102_1K_01182"
"group_3067","","hypothetical protein","6","6","1","21","876","","","","650","650","650","FAM1213_1K_01682","FAM1450_1K_00348","FAM19191_1K_01673","FAM22076_1K_00953","FAM23285_1K_01692","FAM8102_1K_01749"
"group_3071","","Nucleotide-binding protein","6","6","1","21","109","","","","875","875","875","FAM1213_1K_00404","FAM1450_1K_01949","FAM19191_1K_01263","FAM22076_1K_01548","FAM23285_1K_01246","FAM8102_1K_01298"
"group_3072","","GTP cyclohydrolase 1 type 2","6","6","1","21","473","","","","797","797","797","FAM1213_1K_00040","FAM1450_1K_01110","FAM19191_1K_00147","FAM22076_1K_00167","FAM23285_1K_00214","FAM8102_1K_00222"
"group_3082","","hypothetical protein","6","6","1","21","73","","","","956","956","956","FAM1213_1K_01735","FAM1450_1K_00551","FAM19191_1K_00197","FAM22076_1K_00576","FAM23285_1K_00661","FAM8102_1K_00331"
"group_3086","","Phosphomevalonate kinase","6","6","1","21","443","","","","1082","1082","1082","FAM1213_1K_00024","FAM1450_1K_00011","FAM19191_1K_00132","FAM22076_1K_00184","FAM23285_1K_00199","FAM8102_1K_00207"
"group_3090","","hypothetical protein","6","6","1","20","57","","","","1430","1430","1430","FAM1213_1K_01191","FAM1450_1K_00789","FAM19191_1K_01143","FAM22076_1K_00938","FAM23285_1K_01068","FAM8102_1K_01181"
"group_3095","","hypothetical protein","6","6","1","19","35","","","","224","224","224","FAM1213_1K_01034","FAM1450_1K_01884","FAM19191_1K_00340","FAM22076_1K_01183","FAM23285_1K_00442","FAM8102_1K_00472"
"group_3097","","hypothetical protein","6","6","1","21","976","","","","413","413","413","FAM1213_1K_01425","FAM1450_1K_00981","FAM19191_1K_00924","FAM22076_1K_00381","FAM23285_1K_00910","FAM8102_1K_00998"
"group_3100","","hypothetical protein","6","6","1","21","1409","","","","407","407","407","FAM1213_1K_01418","FAM1450_1K_01527","FAM19191_1K_01875","FAM22076_1K_01839","FAM23285_1K_01841","FAM8102_1K_01996"
"group_3103","","hypothetical protein","6","6","1","21","420","","","","416","416","416","FAM1213_1K_00002","FAM1450_1K_00036","FAM19191_1K_00108","FAM22076_1K_00208","FAM23285_1K_00175","FAM8102_1K_00183"
"group_3107","","hypothetical protein","6","6","1","21","1276","","","","263","263","263","FAM1213_1K_00482","FAM1450_1K_00217","FAM19191_1K_02084","FAM22076_1K_00148","FAM23285_1K_02062","FAM8102_1K_02168"
"group_3112","","hypothetical protein","6","6","1","21","1258","","","","296","296","296","FAM1213_1K_00463","FAM1450_1K_00446","FAM19191_1K_00285","FAM22076_1K_00501","FAM23285_1K_00387","FAM8102_1K_00417"
"group_3115","","hypothetical protein","6","6","1","21","1163","","","","224","224","224","FAM1213_1K_00785","FAM1450_1K_00514","FAM19191_1K_00674","FAM22076_1K_00631","FAM23285_1K_00469","FAM8102_1K_00805"
"group_3120","","hypothetical protein","6","6","1","21","207","","","","956","956","956","FAM1213_1K_01130","FAM1450_1K_01144","FAM19191_1K_01341","FAM22076_1K_01567","FAM23285_1K_01464","FAM8102_1K_01357"
"group_3121","","hypothetical protein","6","6","1","21","750","","","","944","944","944","FAM1213_1K_00559","FAM1450_1K_00274","FAM19191_1K_00608","FAM22076_1K_00708","FAM23285_1K_00600","FAM8102_1K_00739"
"group_3122","","hypothetical protein","6","6","1","21","1045","","","","602","602","602","FAM1213_1K_00604","FAM1450_1K_01301","FAM19191_1K_01681","FAM22076_1K_01137","FAM23285_1K_01637","FAM8102_1K_01742"
"group_3123","","hypothetical protein","6","6","1","14","18","","","","989","1001","997","FAM1213_1K_01385","FAM1450_1K_01996","FAM19191_1K_01860","FAM22076_1K_01762","FAM23285_1K_01866","FAM8102_1K_01971"
"group_3124","","hypothetical protein","6","6","1","14","7","","","","227","227","227","FAM1213_1K_01376","FAM1450_1K_01723","FAM19191_1K_01658","FAM22076_1K_01530","FAM23285_1K_01599","FAM8102_1K_01725"
"group_3125","","hypothetical protein","6","6","1","21","1095","","","","1178","1187","1185","FAM1213_1K_00383","FAM1450_1K_01830","FAM19191_1K_00970","FAM22076_1K_00993","FAM23285_1K_01031","FAM8102_1K_01068"
"group_3127","","hypothetical protein","6","6","1","21","1210","","","","1034","1034","1034","FAM1213_1K_00850","FAM1450_1K_01420","FAM19191_1K_01406","FAM22076_1K_00754","FAM23285_1K_01331","FAM8102_1K_01453"
"group_3128","","hypothetical protein","6","6","1","21","329","","","","479","479","479","FAM1213_1K_01513","FAM1450_1K_01503","FAM19191_1K_00467","FAM22076_1K_00649","FAM23285_1K_00263","FAM8102_1K_00276"
"group_3129","","hypothetical protein","6","6","1","21","567","","","","1352","1352","1352","FAM1213_1K_00519","FAM1450_1K_01090","FAM19191_1K_01209","FAM22076_1K_00430","FAM23285_1K_00962","FAM8102_1K_01077"
"group_3130","","hypothetical protein","6","6","1","6","2","","","Investigate","524","524","524","FAM1213_1K_01946","FAM1450_1K_02191","FAM19191_1K_01892","FAM22076_1K_01793","FAM23285_1K_01935","FAM8102_1K_02004"
