"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","FAM1213_1K","FAM1450_1K","FAM19191_1K","FAM22076_1K","FAM23285_1K","FAM8102_1K"
"rpsM","","30S ribosomal protein S13","6","6","1","3","40","","","","350","350","350","FAM1213_1K_00935","FAM1450_1K_00619","FAM19191_1K_00717","FAM22076_1K_00463","FAM23285_1K_00694","FAM8102_1K_00848"
"nrdR","","Transcriptional repressor NrdR","6","6","1","1","2495","","","","467","467","467","FAM1213_1K_00345","FAM1450_1K_00918","FAM19191_1K_00891","FAM22076_1K_00832","FAM23285_1K_00874","FAM8102_1K_00964"
"dnaG","","DNA primase","6","6","1","1","1567","","","","1835","1835","1835","FAM1213_1K_00045","FAM1450_1K_01115","FAM19191_1K_00152","FAM22076_1K_00162","FAM23285_1K_00219","FAM8102_1K_00227"
"group_3056","","hypothetical protein","6","6","1","1","209","","","","557","557","557","FAM1213_1K_00204","FAM1450_1K_00858","FAM19191_1K_01738","FAM22076_1K_00591","FAM23285_1K_01671","FAM8102_1K_01825"
"group_3057","","hypothetical protein","6","6","1","1","2254","","","","1193","1193","1193","FAM1213_1K_00713","FAM1450_1K_00316","FAM19191_1K_00518","FAM22076_1K_00051","FAM23285_1K_00554","FAM8102_1K_00650"
"araQ","","L-arabinose transport system permease protein AraQ","6","6","1","1","2840","","","","824","824","824","FAM1213_1K_00824","FAM1450_1K_00807","FAM19191_1K_01476","FAM22076_1K_01123","FAM23285_1K_01404","FAM8102_1K_01898"
"group_3059","","hypothetical protein","6","6","1","1","968","","","","2831","2831","2831","FAM1213_1K_00870","FAM1450_1K_01342","FAM19191_1K_00883","FAM22076_1K_01076","FAM23285_1K_00803","FAM8102_1K_00937"
"group_3060","","hypothetical protein","6","6","1","1","604","","","","686","686","686","FAM1213_1K_01752","FAM1450_1K_02020","FAM19191_1K_00805","FAM22076_1K_01828","FAM23285_1K_01760","FAM8102_1K_01856"
"ffh","","Signal recognition particle protein","6","6","1","1","1188","","","","1430","1430","1430","FAM1213_1K_00490","FAM1450_1K_00209","FAM19191_1K_00356","FAM22076_1K_00140","FAM23285_1K_01161","FAM8102_1K_00488"
"ppaC","","putative manganese-dependent inorganic pyrophosphatase","6","6","1","1","1732","","","","935","935","935","FAM1213_1K_02045","FAM1450_1K_00052","FAM19191_1K_01045","FAM22076_1K_00342","FAM23285_1K_01120","FAM8102_1K_01171"
"group_3063","","hypothetical protein","6","6","1","1","1007","","","","773","773","773","FAM1213_1K_00845","FAM1450_1K_01425","FAM19191_1K_01401","FAM22076_1K_00759","FAM23285_1K_01326","FAM8102_1K_01448"
"rplU","","50S ribosomal protein L21","6","6","1","1","1399","","","","311","311","311","FAM1213_1K_01156","FAM1450_1K_01209","FAM19191_1K_01822","FAM22076_1K_00095","FAM23285_1K_01800","FAM8102_1K_01926"
"group_3065","","hypothetical protein","6","6","1","1","2855","","","","698","698","698","FAM1213_1K_01190","FAM1450_1K_00788","FAM19191_1K_01144","FAM22076_1K_00937","FAM23285_1K_01069","FAM8102_1K_01182"
"rnhB","","Ribonuclease HII","6","6","1","1","230","","","","752","752","752","FAM1213_1K_00160","FAM1450_1K_00251","FAM19191_1K_00261","FAM22076_1K_00287","FAM23285_1K_00321","FAM8102_1K_00368"
"group_3067","","hypothetical protein","6","6","1","1","278","","","","650","650","650","FAM1213_1K_01682","FAM1450_1K_00348","FAM19191_1K_01673","FAM22076_1K_00953","FAM23285_1K_01692","FAM8102_1K_01749"
"mnmE","","tRNA modification GTPase MnmE","6","6","1","1","1056","","","","1385","1385","1385","FAM1213_1K_00791","FAM1450_1K_00508","FAM19191_1K_00680","FAM22076_1K_00625","FAM23285_1K_00475","FAM8102_1K_00811"
"aspS","","Aspartate--tRNA ligase","6","6","1","2","3","","","","1853","1853","1853","FAM1213_1K_01221","FAM1450_1K_01747","FAM19191_1K_01926","FAM22076_1K_01476","FAM23285_1K_01944","FAM8102_1K_02026"
"parC","","DNA topoisomerase 4 subunit A","6","6","1","1","1730","","","","2456","2456","2456","FAM1213_1K_01367","FAM1450_1K_00054","FAM19191_1K_01043","FAM22076_1K_00344","FAM23285_1K_01118","FAM8102_1K_01169"
"group_3071","","Nucleotide-binding protein","6","6","1","1","545","","","","875","875","875","FAM1213_1K_00404","FAM1450_1K_01949","FAM19191_1K_01263","FAM22076_1K_01548","FAM23285_1K_01246","FAM8102_1K_01298"
"group_3072","","GTP cyclohydrolase 1 type 2","6","6","1","1","1572","","","","797","797","797","FAM1213_1K_00040","FAM1450_1K_01110","FAM19191_1K_00147","FAM22076_1K_00167","FAM23285_1K_00214","FAM8102_1K_00222"
"recQ","","ATP-dependent DNA helicase RecQ","6","6","1","1","217","","","","1772","1772","1772","FAM1213_1K_00198","FAM1450_1K_00852","FAM19191_1K_01618","FAM22076_1K_00584","FAM23285_1K_01577","FAM8102_1K_01677"
"ywlC","","Threonylcarbamoyl-AMP synthase","6","6","1","1","1892","","","","1001","1001","1001","FAM1213_1K_00523","FAM1450_1K_01086","FAM19191_1K_01205","FAM22076_1K_00426","FAM23285_1K_00966","FAM8102_1K_01081"
"uvrA_2","","UvrABC system protein A","6","6","1","1","168","","","","2504","2504","2504","FAM1213_1K_01523","FAM1450_1K_02001","FAM19191_1K_01286","FAM22076_1K_01712","FAM23285_1K_01418","FAM8102_1K_01307"
"pepQ","","Xaa-Pro dipeptidase","6","6","1","1","2429","","","","1106","1106","1106","FAM1213_1K_00226","FAM1450_1K_01712","FAM19191_1K_01511","FAM22076_1K_01504","FAM23285_1K_01439","FAM8102_1K_01535"
"czcD","","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","6","6","1","3","18","","","","899","899","899","FAM1213_1K_00920","FAM1450_1K_00635","FAM19191_1K_00702","FAM22076_1K_00488","FAM23285_1K_00709","FAM8102_1K_00833"
"obg","","GTPase Obg","6","6","1","1","1620","","","","1304","1304","1304","FAM1213_1K_00127","FAM1450_1K_00220","FAM19191_1K_00230","FAM22076_1K_00255","FAM23285_1K_00290","FAM8102_1K_00399"
"pheT_1","","Phenylalanine--tRNA ligase beta subunit","6","6","1","1","2506","","","","2414","2414","2414","FAM1213_1K_00319","FAM1450_1K_00557","FAM19191_1K_00831","FAM22076_1K_00804","FAM23285_1K_01552","FAM8102_1K_01636"
"cmk","","Cytidylate kinase","6","6","1","1","1631","","","","674","674","674","FAM1213_1K_00148","FAM1450_1K_00239","FAM19191_1K_00249","FAM22076_1K_00275","FAM23285_1K_00309","FAM8102_1K_00380"
"gatB","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","6","6","1","1","2863","","","","1430","1430","1430","FAM1213_1K_01181","FAM1450_1K_00779","FAM19191_1K_01153","FAM22076_1K_00928","FAM23285_1K_01078","FAM8102_1K_01191"
"group_3082","","hypothetical protein","6","6","1","1","444","","","","956","956","956","FAM1213_1K_01735","FAM1450_1K_00551","FAM19191_1K_00197","FAM22076_1K_00576","FAM23285_1K_00661","FAM8102_1K_00331"
"mnmA","","tRNA-specific 2-thiouridylase MnmA","6","6","1","1","2741","","","","1127","1127","1127","FAM1213_1K_00734","FAM1450_1K_00718","FAM19191_1K_00839","FAM22076_1K_00317","FAM23285_1K_00778","FAM8102_1K_00912"
"infC","","Translation initiation factor IF-3","6","6","1","1","2525","","","","356","356","356","FAM1213_1K_00337","FAM1450_1K_00575","FAM19191_1K_00810","FAM22076_1K_00822","FAM23285_1K_01277","FAM8102_1K_01371"
"rluB_2","","Ribosomal large subunit pseudouridine synthase B","6","6","1","1","2545","","","","710","710","710","FAM1213_1K_00547","FAM1450_1K_02034","FAM19191_1K_01415","FAM22076_1K_00399","FAM23285_1K_01889","FAM8102_1K_01462"
"group_3086","","Phosphomevalonate kinase","6","6","1","1","1777","","","","1082","1082","1082","FAM1213_1K_00024","FAM1450_1K_00011","FAM19191_1K_00132","FAM22076_1K_00184","FAM23285_1K_00199","FAM8102_1K_00207"
"coaD","","Phosphopantetheine adenylyltransferase","6","6","1","1","2729","","","","494","494","494","FAM1213_1K_01471","FAM1450_1K_00759","FAM19191_1K_00936","FAM22076_1K_00330","FAM23285_1K_00946","FAM8102_1K_01034"
"uvrA_1","","UvrABC system protein A","6","6","1","1","543","","","","2840","2840","2840","FAM1213_1K_00406","FAM1450_1K_00127","FAM19191_1K_01261","FAM22076_1K_00253","FAM23285_1K_01244","FAM8102_1K_01296"
"tagU_1","","Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU","6","6","1","1","341","","","","1058","1061","1060","FAM1213_1K_01612","FAM1450_1K_00652","FAM19191_1K_01382","FAM22076_1K_01342","FAM23285_1K_01615","FAM8102_1K_01417"
"group_3090","","hypothetical protein","6","6","1","1","2854","","","","1430","1430","1430","FAM1213_1K_01191","FAM1450_1K_00789","FAM19191_1K_01143","FAM22076_1K_00938","FAM23285_1K_01068","FAM8102_1K_01181"
"bmr3_1","","Multidrug resistance protein 3","6","6","1","1","748","","","","1460","1460","1460","FAM1213_1K_01589","FAM1450_1K_02040","FAM19191_1K_00100","FAM22076_1K_01804","FAM23285_1K_00091","FAM8102_1K_00100"
"rpoA","","DNA-directed RNA polymerase subunit alpha","6","6","1","3","38","","","","938","938","938","FAM1213_1K_00933","FAM1450_1K_00621","FAM19191_1K_00715","FAM22076_1K_00465","FAM23285_1K_00696","FAM8102_1K_00846"
"glmM","","Phosphoglucosamine mutase","6","6","1","1","456","","","","1352","1352","1352","FAM1213_1K_01103","FAM1450_1K_00539","FAM19191_1K_00185","FAM22076_1K_00564","FAM23285_1K_00649","FAM8102_1K_00343"
"murB","","UDP-N-acetylenolpyruvoylglucosamine reductase","6","6","1","1","463","","","","896","896","896","FAM1213_1K_01110","FAM1450_1K_00532","FAM19191_1K_00178","FAM22076_1K_00557","FAM23285_1K_00642","FAM8102_1K_00350"
"group_3095","","hypothetical protein","6","6","1","2","108","","","","224","224","224","FAM1213_1K_01034","FAM1450_1K_01884","FAM19191_1K_00340","FAM22076_1K_01183","FAM23285_1K_00442","FAM8102_1K_00472"
"clsA","","Major cardiolipin synthase ClsA","6","6","1","1","2292","","","","1457","1457","1457","FAM1213_1K_00981","FAM1450_1K_00467","FAM19191_1K_00982","FAM22076_1K_00012","FAM23285_1K_00991","FAM8102_1K_01107"
"group_3097","","hypothetical protein","6","6","1","1","1680","","","","413","413","413","FAM1213_1K_01425","FAM1450_1K_00981","FAM19191_1K_00924","FAM22076_1K_00381","FAM23285_1K_00910","FAM8102_1K_00998"
"asd","","Aspartate-semialdehyde dehydrogenase","6","6","1","1","2705","","","","1058","1058","1058","FAM1213_1K_01254","FAM1450_1K_01819","FAM19191_1K_01467","FAM22076_1K_01612","FAM23285_1K_01352","FAM8102_1K_01514"
"addB","","ATP-dependent helicase/deoxyribonuclease subunit B","6","6","1","1","1774","","","","3482","3482","3482","FAM1213_1K_00021","FAM1450_1K_00014","FAM19191_1K_00129","FAM22076_1K_00187","FAM23285_1K_00196","FAM8102_1K_00204"
"group_3100","","hypothetical protein","6","6","1","1","1301","","","","407","407","407","FAM1213_1K_01418","FAM1450_1K_01527","FAM19191_1K_01875","FAM22076_1K_01839","FAM23285_1K_01841","FAM8102_1K_01996"
"yhaM","","3'-5' exoribonuclease YhaM","6","6","1","1","939","","","","977","977","977","FAM1213_1K_00390","FAM1450_1K_01325","FAM19191_1K_00962","FAM22076_1K_01001","FAM23285_1K_01023","FAM8102_1K_01060"
"atpC","","ATP synthase epsilon chain","6","6","1","1","1901","","","","440","440","440","FAM1213_1K_00532","FAM1450_1K_01077","FAM19191_1K_01196","FAM22076_1K_00417","FAM23285_1K_00975","FAM8102_1K_01090"
"group_3103","","hypothetical protein","6","6","1","1","1754","","","","416","416","416","FAM1213_1K_00002","FAM1450_1K_00036","FAM19191_1K_00108","FAM22076_1K_00208","FAM23285_1K_00175","FAM8102_1K_00183"
"pth","","Peptidyl-tRNA hydrolase","6","6","1","2","26","","","","557","557","557","FAM1213_1K_01069","FAM1450_1K_00418","FAM19191_1K_00584","FAM22076_1K_00537","FAM23285_1K_00584","FAM8102_1K_00716"
"ltaS1","","Lipoteichoic acid synthase 1","6","6","1","7","4","","","","2057","2057","2057","FAM1213_1K_01579","FAM1450_1K_01453","FAM19191_1K_01453","FAM22076_1K_01411","FAM23285_1K_01394","FAM8102_1K_01500"
"baeS","","Signal transduction histidine-protein kinase BaeS","6","6","1","1","1876","","","","1457","1475","1460","FAM1213_1K_00510","FAM1450_1K_01380","FAM19191_1K_00389","FAM22076_1K_01263","FAM23285_1K_00491","FAM8102_1K_00557"
"group_3107","","hypothetical protein","6","6","1","1","1180","","","","263","263","263","FAM1213_1K_00482","FAM1450_1K_00217","FAM19191_1K_02084","FAM22076_1K_00148","FAM23285_1K_02062","FAM8102_1K_02168"
"infA","","Translation initiation factor IF-1","6","6","1","3","41","","","","221","221","221","FAM1213_1K_00937","FAM1450_1K_00617","FAM19191_1K_00719","FAM22076_1K_00461","FAM23285_1K_00692","FAM8102_1K_00850"
"yhdG_1","","putative amino acid permease YhdG","6","6","1","1","1459","","","","1427","1427","1427","FAM1213_1K_00492","FAM1450_1K_00206","FAM19191_1K_00359","FAM22076_1K_00137","FAM23285_1K_01164","FAM8102_1K_00491"
"lacM","","Beta-galactosidase small subunit","6","6","1","5","14","","","","956","956","956","FAM1213_1K_01631","FAM1450_1K_01979","FAM19191_1K_01943","FAM22076_1K_01416","FAM23285_1K_02005","FAM8102_1K_02058"
"arlS","","Signal transduction histidine-protein kinase ArlS","6","6","1","1","2514","","","","1559","1559","1559","FAM1213_1K_00326","FAM1450_1K_00564","FAM19191_1K_00821","FAM22076_1K_00811","FAM23285_1K_01288","FAM8102_1K_01382"
"group_3112","","hypothetical protein","6","6","1","1","1160","","","","296","296","296","FAM1213_1K_00463","FAM1450_1K_00446","FAM19191_1K_00285","FAM22076_1K_00501","FAM23285_1K_00387","FAM8102_1K_00417"
"polA","","DNA polymerase I","6","6","1","1","2492","","","","2663","2663","2663","FAM1213_1K_00348","FAM1450_1K_00915","FAM19191_1K_00894","FAM22076_1K_00835","FAM23285_1K_00877","FAM8102_1K_00967"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","6","6","1","1","2708","","","","935","935","935","FAM1213_1K_01257","FAM1450_1K_01822","FAM19191_1K_01464","FAM22076_1K_01609","FAM23285_1K_01355","FAM8102_1K_01511"
"group_3115","","hypothetical protein","6","6","1","1","1062","","","","224","224","224","FAM1213_1K_00785","FAM1450_1K_00514","FAM19191_1K_00674","FAM22076_1K_00631","FAM23285_1K_00469","FAM8102_1K_00805"
"pepD","","Dipeptidase","6","6","1","1","2843","","","","1427","1427","1427","FAM1213_1K_00821","FAM1450_1K_00804","FAM19191_1K_01938","FAM22076_1K_01824","FAM23285_1K_01974","FAM8102_1K_02038"
"pyrH","","Uridylate kinase","6","6","1","1","1169","","","","725","725","725","FAM1213_1K_00472","FAM1450_1K_00437","FAM19191_1K_00276","FAM22076_1K_00510","FAM23285_1K_00378","FAM8102_1K_00408"
"fetB","","putative iron export permease protein FetB","6","6","1","1","1493","","","","758","758","758","FAM1213_1K_02026","FAM1450_1K_01686","FAM19191_1K_01592","FAM22076_1K_00769","FAM23285_1K_01524","FAM8102_1K_01642"
"rtpR","","Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase","6","6","1","1","1003","","","","2234","2234","2234","FAM1213_1K_00849","FAM1450_1K_01421","FAM19191_1K_01405","FAM22076_1K_00755","FAM23285_1K_01330","FAM8102_1K_01452"
"group_3120","","hypothetical protein","6","6","1","1","1928","","","","956","956","956","FAM1213_1K_01130","FAM1450_1K_01144","FAM19191_1K_01341","FAM22076_1K_01567","FAM23285_1K_01464","FAM8102_1K_01357"
"group_3121","","hypothetical protein","6","6","1","1","659","","","","944","944","944","FAM1213_1K_00559","FAM1450_1K_00274","FAM19191_1K_00608","FAM22076_1K_00708","FAM23285_1K_00600","FAM8102_1K_00739"
"group_3122","","hypothetical protein","6","6","1","1","154","","","","602","602","602","FAM1213_1K_00604","FAM1450_1K_01301","FAM19191_1K_01681","FAM22076_1K_01137","FAM23285_1K_01637","FAM8102_1K_01742"
"group_3123","","hypothetical protein","6","6","1","5","36","","","","989","1001","997","FAM1213_1K_01385","FAM1450_1K_01996","FAM19191_1K_01860","FAM22076_1K_01762","FAM23285_1K_01866","FAM8102_1K_01971"
"group_3124","","hypothetical protein","6","6","1","5","28","","","","227","227","227","FAM1213_1K_01376","FAM1450_1K_01723","FAM19191_1K_01658","FAM22076_1K_01530","FAM23285_1K_01599","FAM8102_1K_01725"
"group_3125","","hypothetical protein","6","6","1","1","930","","","","1178","1187","1185","FAM1213_1K_00383","FAM1450_1K_01830","FAM19191_1K_00970","FAM22076_1K_00993","FAM23285_1K_01031","FAM8102_1K_01068"
"pcp","","Pyrrolidone-carboxylate peptidase","6","6","1","1","2230","","","","602","602","602","FAM1213_1K_01306","FAM1450_1K_01178","FAM19191_1K_01112","FAM22076_1K_00071","FAM23285_1K_00284","FAM8102_1K_00297"
"group_3127","","hypothetical protein","6","6","1","1","1001","","","","1034","1034","1034","FAM1213_1K_00850","FAM1450_1K_01420","FAM19191_1K_01406","FAM22076_1K_00754","FAM23285_1K_01331","FAM8102_1K_01453"
"group_3128","","hypothetical protein","6","6","1","1","2206","","","","479","479","479","FAM1213_1K_01513","FAM1450_1K_01503","FAM19191_1K_00467","FAM22076_1K_00649","FAM23285_1K_00263","FAM8102_1K_00276"
"group_3129","","hypothetical protein","6","6","1","1","1888","","","","1352","1352","1352","FAM1213_1K_00519","FAM1450_1K_01090","FAM19191_1K_01209","FAM22076_1K_00430","FAM23285_1K_00962","FAM8102_1K_01077"
"group_3130","","hypothetical protein","6","6","1","17","1","","","Investigate","524","524","524","FAM1213_1K_01946","FAM1450_1K_02191","FAM19191_1K_01892","FAM22076_1K_01793","FAM23285_1K_01935","FAM8102_1K_02004"
"manX","","PTS system mannose-specific EIIAB component","6","6","1","1","2577","","","","1010","1019","1013","FAM1213_1K_02004","FAM1450_1K_01153","FAM19191_1K_01918","FAM22076_1K_00847","FAM23285_1K_01962","FAM8102_1K_02056"
"group_3132","","hypothetical protein","6","6","1","1","2260","","","","1397","1397","1397","FAM1213_1K_00719","FAM1450_1K_00324","FAM19191_1K_00526","FAM22076_1K_00043","FAM23285_1K_00546","FAM8102_1K_00658"
"relA","","GTP pyrophosphokinase","6","6","1","2","6","","","","2240","2240","2240","FAM1213_1K_01218","FAM1450_1K_01744","FAM19191_1K_01898","FAM22076_1K_01479","FAM23285_1K_01813","FAM8102_1K_01812"
"metG","","Methionine--tRNA ligase","6","6","1","1","2202","","","","1976","1976","1976","FAM1213_1K_01510","FAM1450_1K_01676","FAM19191_1K_00464","FAM22076_1K_00646","FAM23285_1K_00260","FAM8102_1K_00273"
"group_3135","","hypothetical protein","6","6","1","1","2297","","","","782","788","787","FAM1213_1K_00985","FAM1450_1K_00463","FAM19191_1K_00977","FAM22076_1K_00008","FAM23285_1K_00987","FAM8102_1K_01102"
"fruA","","PTS system fructose-specific EIIABC component","6","6","1","1","103","","","","1997","1997","1997","FAM1213_1K_00639","FAM1450_1K_01004","FAM19191_1K_00747","FAM22076_1K_01905","FAM23285_1K_00714","FAM8102_1K_00878"
"soj","","Sporulation initiation inhibitor protein Soj","6","6","1","1","126","","","","779","779","779","FAM1213_1K_00618","FAM1450_1K_00943","FAM19191_1K_00768","FAM22076_1K_00790","FAM23285_1K_00735","FAM8102_1K_00899"
"rplB","","50S ribosomal protein L2","6","6","1","3","60","","","","836","836","836","FAM1213_1K_00956","FAM1450_1K_00598","FAM19191_1K_00738","FAM22076_1K_00442","FAM23285_1K_00673","FAM8102_1K_00869"
"infB","","Translation initiation factor IF-2","6","6","1","1","1158","","","","2612","2618","2613","FAM1213_1K_00461","FAM1450_1K_00448","FAM19191_1K_00287","FAM22076_1K_00499","FAM23285_1K_00389","FAM8102_1K_00419"
"dprA","","DNA processing protein DprA","6","6","1","1","231","","","","848","848","848","FAM1213_1K_00161","FAM1450_1K_00252","FAM19191_1K_00262","FAM22076_1K_00288","FAM23285_1K_00322","FAM8102_1K_00367"
"agaA","","N-acetylgalactosamine-6-phosphate deacetylase","6","6","1","1","2565","","","","1154","1154","1154","FAM1213_1K_01099","FAM1450_1K_02114","FAM19191_1K_01537","FAM22076_1K_01904","FAM23285_1K_01471","FAM8102_1K_01573"
"gabD1","","Succinate-semialdehyde dehydrogenase [NADP(+)] 1","6","6","1","1","2829","","","","1382","1397","1384","FAM1213_1K_00832","FAM1450_1K_00816","FAM19191_1K_01687","FAM22076_1K_01114","FAM23285_1K_01657","FAM8102_1K_01780"
"cdsA","","Phosphatidate cytidylyltransferase","6","6","1","1","1166","","","","815","815","815","FAM1213_1K_00469","FAM1450_1K_00440","FAM19191_1K_00279","FAM22076_1K_00507","FAM23285_1K_00381","FAM8102_1K_00411"
"htpX","","Protease HtpX","6","6","1","1","2315","","","","896","896","896","FAM1213_1K_01967","FAM1450_1K_01578","FAM19191_1K_01704","FAM22076_1K_01431","FAM23285_1K_01626","FAM8102_1K_01801"
"srrA_1","","Transcriptional regulatory protein SrrA","6","6","1","1","1875","","","","722","722","722","FAM1213_1K_00509","FAM1450_1K_01381","FAM19191_1K_00390","FAM22076_1K_01262","FAM23285_1K_00492","FAM8102_1K_00558"
"carB_1","","Carbamoyl-phosphate synthase large chain","6","6","1","1","1756","","","","3191","3191","3191","FAM1213_1K_00004","FAM1450_1K_00034","FAM19191_1K_00110","FAM22076_1K_00206","FAM23285_1K_00177","FAM8102_1K_00185"
"nagB","","Glucosamine-6-phosphate deaminase","6","6","1","1","359","","","","719","719","719","FAM1213_1K_01807","FAM1450_1K_00297","FAM19191_1K_01065","FAM22076_1K_01111","FAM23285_1K_01088","FAM8102_1K_00632"
"ybhL","","Inner membrane protein YbhL","6","6","1","1","2867","","","","704","704","704","FAM1213_1K_01347","FAM1450_1K_00776","FAM19191_1K_01156","FAM22076_1K_00925","FAM23285_1K_01081","FAM8102_1K_01194"
"yqfL","","Putative pyruvate, phosphate dikinase regulatory protein","6","6","1","1","1558","","","","836","839","837","FAM1213_1K_00054","FAM1450_1K_01124","FAM19191_1K_00161","FAM22076_1K_00153","FAM23285_1K_00228","FAM8102_1K_00236"
"group_315","","hypothetical protein","6","6","1","1","2581","","","","236","830","655","FAM1213_1K_01073","FAM1450_1K_01157","FAM19191_1K_01914","FAM22076_1K_00851","FAM23285_1K_01958","FAM8102_1K_02052"
"group_3150","","hypothetical protein","6","6","1","3","19","","","","680","680","680","FAM1213_1K_00921","FAM1450_1K_00634","FAM19191_1K_00703","FAM22076_1K_00487","FAM23285_1K_00708","FAM8102_1K_00834"
"yhdG_2","","putative amino acid permease YhdG","6","6","1","1","1414","","","","1385","1385","1385","FAM1213_1K_00123","FAM1450_1K_01865","FAM19191_1K_02033","FAM22076_1K_01652","FAM23285_1K_02065","FAM8102_1K_02119"
"mbl","","MreB-like protein","6","6","1","1","1903","","","","989","989","989","FAM1213_1K_00534","FAM1450_1K_02139","FAM19191_1K_01194","FAM22076_1K_00415","FAM23285_1K_00977","FAM8102_1K_01092"
"yqeN","","putative protein YqeN","6","6","1","1","2725","","","","986","986","986","FAM1213_1K_01467","FAM1450_1K_00763","FAM19191_1K_00940","FAM22076_1K_00334","FAM23285_1K_00950","FAM8102_1K_01038"
"gtaB_2","","UTP--glucose-1-phosphate uridylyltransferase","6","6","1","1","2025","","","","899","899","899","FAM1213_1K_00905","FAM1450_1K_00828","FAM19191_1K_01627","FAM22076_1K_00907","FAM23285_1K_02109","FAM8102_1K_01695"
"dltA","","D-alanine--D-alanyl carrier protein ligase","6","6","1","1","663","","","","1514","1514","1514","FAM1213_1K_00555","FAM1450_1K_00278","FAM19191_1K_00604","FAM22076_1K_00704","FAM23285_1K_00596","FAM8102_1K_00735"
"group_3156","","hypothetical protein","6","6","1","1","1643","","","","218","218","218","FAM1213_1K_00135","FAM1450_1K_00227","FAM19191_1K_00237","FAM22076_1K_00263","FAM23285_1K_00297","FAM8102_1K_00392"
"rbgA","","Ribosome biogenesis GTPase A","6","6","1","1","229","","","","851","851","851","FAM1213_1K_00159","FAM1450_1K_00250","FAM19191_1K_00260","FAM22076_1K_00286","FAM23285_1K_00320","FAM8102_1K_00369"
"clpY","","ATP-dependent protease ATPase subunit ClpY","6","6","1","1","236","","","","1403","1403","1403","FAM1213_1K_00166","FAM1450_1K_00257","FAM19191_1K_00267","FAM22076_1K_00293","FAM23285_1K_00327","FAM8102_1K_00362"
"fabG_1","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","6","6","1","1","521","","","","728","728","728","FAM1213_1K_00428","FAM1450_1K_00146","FAM19191_1K_00489","FAM22076_1K_00234","FAM23285_1K_00348","FAM8102_1K_00540"
"group_3160","","hypothetical protein","6","6","1","1","2044","","","","1277","1277","1277","FAM1213_1K_00874","FAM1450_1K_01273","FAM19191_1K_01486","FAM22076_1K_01306","FAM23285_1K_01538","FAM8102_1K_01602"
"clpC","","ATP-dependent Clp protease ATP-binding subunit ClpC","6","6","1","2","13","","","","2480","2480","2480","FAM1213_1K_01055","FAM1450_1K_00403","FAM19191_1K_00599","FAM22076_1K_00522","FAM23285_1K_00569","FAM8102_1K_00731"
"ponA","","Penicillin-binding protein 1A","6","6","1","1","1767","","","","2279","2279","2279","FAM1213_1K_00014","FAM1450_1K_00021","FAM19191_1K_00122","FAM22076_1K_00194","FAM23285_1K_00189","FAM8102_1K_00197"
"rpmA","","50S ribosomal protein L27","6","6","1","1","1400","","","","290","290","290","FAM1213_1K_01157","FAM1450_1K_01210","FAM19191_1K_01821","FAM22076_1K_00096","FAM23285_1K_01799","FAM8102_1K_01925"
"group_3164","","hypothetical protein","6","6","1","1","370","","","","269","269","269","FAM1213_1K_01812","FAM1450_1K_00286","FAM19191_1K_01054","FAM22076_1K_01099","FAM23285_1K_01099","FAM8102_1K_00621"
"group_3165","","hypothetical protein","6","6","1","1","2517","","","","1151","1151","1151","FAM1213_1K_00329","FAM1450_1K_00567","FAM19191_1K_00818","FAM22076_1K_00814","FAM23285_1K_01285","FAM8102_1K_01379"
"dinB","","DNA polymerase IV","6","6","1","1","2446","","","","1121","1121","1121","FAM1213_1K_00244","FAM1450_1K_01066","FAM19191_1K_00657","FAM22076_1K_00738","FAM23285_1K_00858","FAM8102_1K_00788"
"rpoB","","DNA-directed RNA polymerase subunit beta","6","6","1","2","12","","","","3641","3641","3641","FAM1213_1K_01054","FAM1450_1K_00402","FAM19191_1K_00600","FAM22076_1K_00521","FAM23285_1K_00568","FAM8102_1K_00732"
"recG","","ATP-dependent DNA helicase RecG","6","6","1","1","1445","","","","2030","2030","2030","FAM1213_1K_01227","FAM1450_1K_00192","FAM19191_1K_00374","FAM22076_1K_00124","FAM23285_1K_00839","FAM8102_1K_00506"
"rpmE2","","50S ribosomal protein L31 type B","6","6","1","2","35","","","","245","245","245","FAM1213_1K_01728","FAM1450_1K_00426","FAM19191_1K_00575","FAM22076_1K_00545","FAM23285_1K_00593","FAM8102_1K_00707"
"group_3170","","hypothetical protein","6","6","1","1","1179","","","","218","218","218","FAM1213_1K_00481","FAM1450_1K_00218","FAM19191_1K_02085","FAM22076_1K_00149","FAM23285_1K_02063","FAM8102_1K_02169"
"group_3171","","hypothetical protein","6","6","1","1","183","","","","761","761","761","FAM1213_1K_02001","FAM1450_1K_01786","FAM19191_1K_01291","FAM22076_1K_00607","FAM23285_1K_01923","FAM8102_1K_01769"
